instructor_id,name,expertise_area,rating,join_date
i01984,Meera Martin,History,3.5,10/29/2018
i01985,Arjun Clark,Music,4,7/31/2021
i01986,Riya Anderson,History,4.3,3/30/2021
i01987,Arjun Brown,Programming,4,8/7/2021
i01988,Noah Lewis,AI,4.7,3/25/2021
i01989,Aarav Anderson,Music,3.9,6/15/2018
i01990,Eva Martin,Design,3.6,5/20/2021
i01991,Aarav Moore,Music,3.8,7/9/2021
i01992,Noah Martin,Data Science,4.3,2/13/2018
i01993,Olivia Sharma,Math,4.6,9/18/2021
i01994,Lucas Taylor,Business,4.5,5/2/2021
i01995,Lucas Patel,Biology,3.3,9/22/2021
i01996,Zara Patel,Music,4.5,9/5/2021
i01997,Lucas Wilson,Music,3.7,9/29/2021
i01998,Emma Clark,Biology,3.9,6/18/2020
i01999,Aarav Anderson,Design,4.1,3/11/2020
i02000,Riya Davis,Business,4.3,2/13/2020
i02001,Benjamin Johnson,Data Science,4.9,9/26/2020
i02002,Aarav Lewis,Physics,4.4,7/19/2021
i02003,Zara Thomas,Design,3.9,4/28/2018
i02004,Ethan Clark,Biology,3.3,11/25/2018
i02005,Benjamin Smith,Programming,3.2,11/16/2021
i02006,Isabella Smith,AI,4.7,5/10/2021
i02007,Olivia Anderson,Biology,4.6,10/3/2019
i02008,Noah Miller,Programming,5,11/28/2018
i02009,Karan Hall,Physics,4.6,8/1/2019
i02010,Olivia Singh,Music,4.8,10/2/2021
i02011,Vihaan Lewis,History,3.5,6/14/2021
i02012,Amelia Moore,Data Science,3.9,3/5/2020
i02013,Riya Clark,Programming,4.3,7/19/2019
i02014,Mia Lee,Design,4.6,10/1/2019
i02015,Liam Lewis,History,3.5,8/2/2021
i02016,Eva Singh,Data Science,3.2,7/18/2018
i02017,Olivia Taylor,Business,3.8,11/9/2019
i02018,Zara Clark,Data Science,4.6,2/13/2019
i02019,Olivia Smith,Math,4.6,11/20/2021
i02020,Vihaan Johnson,Design,4.1,4/13/2019
i02021,Emma Patel,Math,4.2,8/24/2021
i02022,Emma Anderson,Math,3.9,11/22/2021
i02023,Lucas Thomas,Programming,3.8,5/9/2020
i02024,Meera Thomas,Design,4.7,3/15/2019
i02025,Meera Johnson,Design,4.4,11/18/2021
i02026,Aarav Johnson,Biology,3.2,4/30/2019
i02027,Vihaan Martin,Programming,4.5,9/18/2018
i02028,Aanya Davis,History,3.9,1/11/2021
i02029,Arjun Walker,Data Science,3.3,12/27/2018
i02030,Aanya Hall,AI,3.4,7/10/2021
i02031,Ethan Sharma,Data Science,3.8,9/16/2018
i02032,Vihaan Wilson,Design,3.7,6/2/2019
i02033,Benjamin Hall,Music,4,11/9/2019
i02034,Lucas Patel,Design,3.4,11/27/2018
i02035,Arjun Lee,Data Science,4.1,6/16/2021
i02036,Zara Johnson,Data Science,4.1,11/1/2020
i02037,Mia Johnson,AI,4.4,3/23/2018
i02038,Amelia Davis,AI,3.1,11/27/2021
i02039,Emma Wilson,Business,4.6,1/20/2020
i02040,Amelia Brown,Data Science,3.2,3/3/2021
i02041,Noah Wilson,Biology,4.3,12/2/2019
i02042,Noah Martin,Business,4.1,2/23/2019
i02043,Mia Moore,Biology,3.9,6/11/2018
i02044,Benjamin Walker,Music,3.7,1/3/2020
i02045,Ethan Miller,History,3.7,11/27/2018
i02046,Liam Thomas,History,3.7,11/9/2021
i02047,Meera Singh,Math,3.6,4/4/2021
i02048,Vihaan Lewis,Programming,4.9,6/26/2019
i02049,Olivia Walker,Programming,4.2,5/28/2020
i02050,Sophia Johnson,Biology,4.4,12/9/2020
i02051,Aanya Davis,Data Science,3.1,11/14/2021
i02052,Olivia Miller,Physics,4.8,2/22/2019
i02053,Lucas Brown,History,3.3,1/16/2019
i02054,Liam Moore,AI,3.5,7/17/2019
i02055,Amelia Smith,AI,3.6,12/10/2020
i02056,Lucas Taylor,Programming,3.2,3/31/2019
i02057,Meera Clark,Math,3.8,5/27/2020
i02058,Isabella Wilson,Programming,3.5,3/25/2019
i02059,Karan Thomas,History,3.7,1/19/2021
i02060,Vihaan Hall,AI,3.8,7/15/2019
i02061,Emma Clark,Programming,3.9,12/13/2018
i02062,Liam Lee,AI,4,8/2/2021
i02063,Ethan Patel,Math,4.8,6/12/2019
i02064,Emma Martin,Data Science,3.6,4/15/2021
i02065,Meera Walker,Physics,4.4,2/7/2020
i02066,Sophia Verma,Biology,4.8,6/13/2021
i02067,Meera Thomas,Biology,3.5,5/12/2019
i02068,Liam Smith,Design,3.9,7/7/2019
i02069,Eva Davis,Design,3.9,11/6/2019
i02070,Arjun Lee,Business,3.8,3/4/2020
i02071,Eva Lewis,Business,4.8,8/19/2020
i02072,Ethan Moore,Music,4.1,5/24/2019
i02073,Karan Davis,History,5,7/12/2020
i02074,Benjamin Lee,Math,4.4,2/1/2018
i02075,Aarav Thomas,Physics,3.1,5/21/2019
i02076,Isabella Davis,Math,4.6,3/10/2018
i02077,Zara Taylor,Programming,4.2,2/6/2020
i02078,Meera Miller,Business,4.9,1/1/2019
i02079,Aanya Clark,Design,3.5,3/31/2019
i02080,Benjamin Thomas,Math,3.4,5/7/2019
i02081,Isabella Anderson,Business,3.9,11/4/2019
i02082,Olivia Martin,Biology,5,4/30/2020
i02083,Noah Wilson,Math,4.2,11/3/2019
i02084,Sophia Clark,Data Science,4.6,1/7/2019
i02085,Emma Brown,AI,3.4,3/22/2020
i02086,Ethan Verma,Math,4.3,5/9/2021
i02087,Emma Thomas,Business,4.8,10/11/2021
i02088,Arjun Verma,Biology,4.2,7/12/2021
i02089,Riya Martin,Biology,3.6,7/20/2018
i02090,Riya Thomas,Data Science,3.4,7/15/2018
i02091,Zara Taylor,Data Science,4.1,9/26/2021
i02092,Noah Anderson,Math,3.3,4/18/2021
i02093,Arjun Miller,Music,3.8,5/25/2018
i02094,Olivia Brown,History,3.4,4/16/2021
i02095,Arjun Clark,Math,3.6,7/6/2020
i02096,Aanya Thomas,AI,3.9,2/18/2020
i02097,Isabella Clark,AI,3.3,1/10/2020
i02098,Aanya Lewis,History,4.3,8/12/2020
i02099,Olivia Lee,AI,3.4,8/6/2018
i02100,Amelia Anderson,Programming,4.2,6/11/2019
i02101,Aarav Patel,Physics,3.7,11/27/2020
i02102,Benjamin Walker,Biology,4,11/10/2021
i02103,Vihaan Singh,Data Science,4.9,10/20/2018
i02104,Lucas Anderson,Music,4.3,2/17/2020
i02105,Olivia Johnson,Business,4.8,4/1/2021
i02106,Mia Patel,AI,4.1,6/3/2018
i02107,Meera Davis,Music,4,8/22/2020
i02108,Ethan Anderson,Programming,3.9,6/21/2021
i02109,Isabella Moore,Biology,4.2,12/11/2020
i02110,Lucas Sharma,Biology,4,3/17/2019
i02111,Aarav Hall,History,3.9,8/14/2021
i02112,Riya Martin,Design,3.9,4/3/2021
i02113,Riya Singh,AI,3.6,11/9/2019
i02114,Lucas Johnson,Music,3.1,10/2/2020
i02115,Riya Walker,Design,4.5,8/18/2018
i02116,Noah Sharma,AI,4.6,2/23/2019
i02117,Isabella Sharma,Math,4.6,12/18/2021
i02118,Liam Wilson,Data Science,4.6,7/5/2019
i02119,Arjun Anderson,History,3.5,5/3/2019
i02120,Noah Moore,Business,4.3,3/20/2018
i02121,Amelia Verma,Math,3.8,11/25/2019
i02122,Vihaan Smith,Physics,4.1,1/14/2021
i02123,Vihaan Clark,AI,4.3,2/12/2019
i02124,Riya Sharma,Business,3.8,4/13/2019
i02125,Lucas Lee,History,3.6,9/20/2018
i02126,Mia Sharma,Business,4.9,2/20/2019
i02127,Isabella Hall,Biology,4.4,6/29/2021
i02128,Karan Verma,Design,4.2,1/23/2018
i02129,Ethan Singh,Programming,3.3,11/24/2020
i02130,Sophia Verma,Math,3.9,9/23/2021
i02131,Amelia Singh,AI,4.6,4/9/2021
i02132,Benjamin Singh,Math,4.2,4/23/2018
i02133,Vihaan Wilson,Programming,4.3,12/4/2020
i02134,Benjamin Johnson,History,3,10/7/2020
i02135,Liam Lewis,Data Science,3.5,9/17/2020
i02136,Emma Lee,AI,3.5,1/25/2020
i02137,Meera Miller,Business,3.7,7/9/2020
i02138,Ethan Davis,AI,3.6,8/16/2021
i02139,Emma Patel,History,4.4,11/2/2020
i02140,Vihaan Miller,Music,3.9,11/13/2019
i02141,Isabella Lewis,Business,3.5,6/20/2019
i02142,Lucas Sharma,Data Science,3.2,7/13/2018
i02143,Sophia Verma,Physics,4.7,6/8/2021
i02144,Emma Lee,Business,3.1,1/17/2019
i02145,Noah Moore,Music,3.5,2/24/2021
i02146,Arjun Smith,History,4.3,7/2/2021
i02147,Zara Smith,History,3.9,12/15/2018
i02148,Vihaan Brown,Music,3.7,9/18/2021
i02149,Eva Clark,Programming,4.1,7/3/2019
i02150,Meera Taylor,Business,4.5,12/24/2020
i02151,Lucas Verma,Biology,3.1,10/22/2018
i02152,Benjamin Davis,Math,3.5,8/30/2020
i02153,Vihaan Patel,Design,4.3,8/21/2021
i02154,Isabella Singh,Math,4.3,7/5/2020
i02155,Amelia Hall,Business,3.4,11/24/2020
i02156,Vihaan Miller,Math,3,2/2/2018
i02157,Meera Verma,Physics,4.4,9/16/2021
i02158,Mia Brown,Biology,3.3,1/26/2019
i02159,Vihaan Lewis,Programming,4.8,4/26/2018
i02160,Riya Patel,Programming,3.7,1/29/2021
i02161,Eva Wilson,History,3.3,3/18/2020
i02162,Emma Brown,History,4.2,6/8/2020
i02163,Arjun Wilson,Design,4.3,11/18/2021
i02164,Noah Smith,Math,3.1,12/12/2020
i02165,Aarav Wilson,AI,3.8,2/12/2021
i02166,Ethan Verma,History,4.2,8/4/2019
i02167,Mia Moore,AI,3.5,2/15/2019
i02168,Aarav Taylor,History,3.6,9/21/2018
i02169,Olivia Hall,Music,4.3,12/22/2020
i02170,Eva Clark,AI,3.4,1/18/2021
i02171,Aarav Thomas,Business,5,8/13/2019
i02172,Emma Wilson,Design,4.8,11/23/2019
i02173,Aanya Hall,Music,3.2,12/23/2019
i02174,Benjamin Singh,Business,4,8/19/2019
i02175,Benjamin Thomas,History,3.6,3/5/2021
i02176,Noah Singh,AI,4.2,4/30/2018
i02177,Noah Wilson,Design,4.5,7/4/2018
i02178,Isabella Johnson,Biology,4.6,7/26/2019
i02179,Lucas Walker,Design,4.4,5/18/2019
i02180,Benjamin Martin,AI,4.5,3/6/2019
i02181,Eva Walker,AI,4.2,5/8/2020
i02182,Aanya Johnson,Data Science,4.5,10/1/2020
i02183,Riya Verma,Programming,4,9/11/2021
i02184,Isabella Moore,Biology,4.9,4/22/2019
i02185,Arjun Sharma,Math,4.6,8/31/2018
i02186,Emma Walker,Programming,3.2,5/3/2020
i02187,Riya Singh,AI,3.3,7/13/2020
i02188,Vihaan Lewis,Physics,5,8/2/2020
i02189,Meera Moore,Business,3.7,5/29/2021
i02190,Zara Thomas,Music,4.2,3/25/2019
i02191,Aanya Walker,Programming,4.8,5/14/2019
i02192,Aarav Verma,Biology,4.2,9/20/2018
i02193,Ethan Moore,Physics,4,4/16/2021
i02194,Amelia Walker,Data Science,4.8,12/25/2021
i02195,Eva Smith,AI,4.1,6/14/2018
i02196,Olivia Lee,Design,4.9,3/29/2020
i02197,Aanya Walker,Math,3.9,5/19/2018
i02198,Meera Verma,AI,3.9,12/6/2019
i02199,Amelia Walker,AI,4.4,4/20/2020
i02200,Ethan Smith,Design,3.6,10/5/2018
i02201,Lucas Miller,Programming,3.7,3/6/2018
i02202,Emma Anderson,History,3.6,11/28/2020
i02203,Vihaan Davis,Data Science,3.9,6/29/2019
i02204,Riya Walker,History,4.4,9/23/2019
i02205,Lucas Lewis,AI,3.7,5/10/2018
i02206,Meera Patel,Physics,4.2,10/7/2020
i02207,Isabella Miller,Business,3.8,11/29/2021
i02208,Lucas Anderson,Programming,4.8,5/23/2020
i02209,Amelia Singh,Programming,3.8,11/5/2019
i02210,Benjamin Lewis,Data Science,4.7,8/11/2020
i02211,Arjun Lewis,Physics,3.2,1/17/2020
i02212,Sophia Lewis,Data Science,3.4,2/29/2020
i02213,Ethan Taylor,Design,4.2,5/24/2021
i02214,Riya Sharma,Design,4.9,4/15/2019
i02215,Aanya Lewis,Design,3.8,11/1/2020
i02216,Aarav Martin,History,3.5,12/30/2019
i02217,Isabella Anderson,Design,4.1,10/10/2021
i02218,Isabella Brown,Programming,4.8,3/6/2021
i02219,Riya Martin,Physics,3.7,11/30/2021
i02220,Amelia Hall,Design,4.2,9/3/2021
i02221,Riya Singh,Design,3.1,9/20/2019
i02222,Mia Davis,AI,3.1,7/22/2019
i02223,Liam Thomas,Programming,3.7,11/26/2018
i02224,Ethan Miller,Data Science,4.1,12/24/2021
i02225,Ethan Lee,Business,4.1,6/2/2020
i02226,Eva Clark,AI,5,3/20/2020
i02227,Olivia Wilson,Math,3.7,8/31/2019
i02228,Amelia Smith,Music,3.8,1/16/2019
i02229,Aarav Lewis,Business,4.6,2/29/2020
i02230,Olivia Lee,Math,3.9,9/16/2020
i02231,Lucas Clark,Business,3.3,4/24/2018
i02232,Mia Wilson,History,3.5,9/19/2018
i02233,Arjun Johnson,Data Science,3.8,10/4/2019
i02234,Vihaan Taylor,Business,4.6,4/5/2021
i02235,Noah Taylor,History,4.8,11/24/2020
i02236,Mia Lee,Business,3.2,5/10/2021
i02237,Vihaan Wilson,Biology,4.3,6/13/2021
i02238,Zara Verma,Programming,4.3,4/27/2019
i02239,Zara Davis,Biology,4,3/28/2018
i02240,Mia Taylor,Data Science,3.6,5/18/2021
i02241,Karan Clark,Math,3.2,9/22/2019
i02242,Lucas Wilson,Biology,4.2,10/15/2019
i02243,Meera Miller,Programming,4.8,11/20/2019
i02244,Noah Hall,Biology,4.4,12/7/2019
i02245,Arjun Brown,Design,3.4,3/18/2020
i02246,Emma Lee,AI,4.2,3/25/2019
i02247,Sophia Singh,Biology,3.9,2/15/2021
i02248,Eva Johnson,AI,5,2/25/2019
i02249,Arjun Sharma,Math,4.1,8/28/2018
i02250,Karan Patel,AI,5,5/1/2021
i02251,Aanya Anderson,Business,3.2,4/22/2021
i02252,Isabella Anderson,AI,3.2,10/7/2021
i02253,Amelia Verma,Biology,3.8,2/5/2021
i02254,Emma Miller,Data Science,5,1/1/2019
i02255,Olivia Smith,Design,4.4,7/4/2021
i02256,Aarav Thomas,Programming,4.9,1/12/2021
i02257,Mia Brown,Physics,3.9,6/2/2021
i02258,Aarav Thomas,Math,4,4/14/2021
i02259,Lucas Smith,Programming,4.3,8/21/2020
i02260,Emma Verma,Biology,3.6,5/23/2019
i02261,Mia Patel,AI,4.8,9/24/2018
i02262,Lucas Anderson,History,4.3,10/15/2021
i02263,Amelia Smith,Music,3.6,7/20/2018
i02264,Arjun Davis,AI,3.8,9/10/2019
i02265,Eva Anderson,Design,4.3,9/9/2021
i02266,Ethan Brown,Physics,4.8,10/14/2019
i02267,Sophia Patel,AI,4.2,10/27/2018
i02268,Karan Hall,Data Science,4.9,3/28/2018
i02269,Sophia Brown,Business,4.5,10/10/2019
i02270,Vihaan Martin,Data Science,3,12/30/2020
i02271,Isabella Verma,AI,3.3,5/4/2019
i02272,Vihaan Moore,Physics,4.7,6/19/2018
i02273,Meera Moore,Music,3.9,4/15/2021
i02274,Eva Lewis,Data Science,3.9,2/1/2020
i02275,Noah Martin,Music,4.4,4/7/2019
i02276,Liam Smith,Math,4.1,4/9/2021
i02277,Arjun Johnson,Business,3.3,7/26/2020
i02278,Aanya Martin,History,4.3,4/25/2018
i02279,Lucas Thomas,Data Science,4.5,6/14/2018
i02280,Vihaan Clark,Biology,3.1,10/31/2021
i02281,Aanya Clark,Business,4.7,10/26/2021
i02282,Riya Sharma,History,4.3,10/13/2018
i02283,Olivia Verma,Math,3.1,4/28/2021
i02284,Lucas Johnson,AI,4,3/26/2018
i02285,Meera Brown,Math,4,7/15/2021
i02286,Lucas Sharma,Programming,3.3,6/8/2021
i02287,Noah Miller,Physics,4.2,6/24/2021
i02288,Ethan Miller,Programming,4.6,5/25/2020
i02289,Arjun Sharma,History,3.4,3/15/2020
i02290,Vihaan Johnson,Math,3.4,4/30/2020
i02291,Aarav Walker,Music,3.6,1/21/2021
i02292,Aanya Davis,AI,3.1,6/21/2021
i02293,Aanya Clark,Data Science,3,4/29/2019
i02294,Aarav Martin,Programming,3.8,8/10/2021
i02295,Mia Clark,Design,3.5,8/20/2021
i02296,Riya Hall,Data Science,4.7,12/21/2021
i02297,Meera Taylor,Math,3.8,12/22/2018
i02298,Amelia Singh,Design,4.9,8/5/2021
i02299,Liam Lewis,Music,4.5,1/26/2018
i02300,Ethan Sharma,Design,3.5,3/16/2018
i02301,Emma Lee,Design,4.4,6/30/2019
i02302,Zara Verma,Music,4.7,5/11/2021
i02303,Emma Clark,Design,4.2,9/16/2018
i02304,Eva Singh,Biology,4.9,11/29/2019
i02305,Mia Anderson,Design,4.2,7/22/2020
i02306,Lucas Wilson,Design,4.3,7/16/2021
i02307,Aarav Wilson,Biology,4.8,1/16/2021
i02308,Liam Lewis,AI,3.3,5/6/2021
i02309,Lucas Johnson,Physics,4.6,1/13/2018
i02310,Vihaan Sharma,History,4.8,9/17/2020
i02311,Arjun Lewis,Data Science,4,7/8/2018
i02312,Benjamin Verma,Music,3.2,11/24/2018
i02313,Vihaan Smith,Math,4.8,3/17/2019
i02314,Amelia Smith,AI,3.1,4/24/2020
i02315,Aanya Smith,AI,4.3,2/10/2019
i02316,Meera Singh,History,4.6,1/17/2020
i02317,Aanya Taylor,History,3.9,2/13/2019
i02318,Eva Moore,Programming,4.5,9/6/2018
i02319,Arjun Patel,AI,3.4,3/12/2018
i02320,Emma Martin,AI,4,4/24/2021
i02321,Sophia Moore,Business,4.6,11/21/2019
i02322,Amelia Clark,Biology,3.1,2/14/2018
i02323,Noah Lewis,Biology,4.2,9/3/2018
i02324,Amelia Moore,Biology,3.4,7/15/2021
i02325,Aanya Thomas,Business,4.3,10/24/2021
i02326,Aarav Moore,Data Science,4.8,12/10/2019
i02327,Eva Lewis,Data Science,4.9,10/16/2021
i02328,Meera Davis,Programming,3.5,2/26/2018
i02329,Emma Thomas,Biology,3.7,12/31/2018
i02330,Aanya Lee,Data Science,4.6,11/1/2018
i02331,Olivia Walker,History,4.6,6/5/2019
i02332,Aarav Patel,Design,3.5,6/2/2019
i02333,Karan Clark,Music,4,5/10/2021
i02334,Lucas Verma,Programming,4,3/1/2021
i02335,Meera Hall,Design,3.6,6/26/2021
i02336,Karan Thomas,Design,3.4,3/26/2020
i02337,Emma Hall,History,4.7,10/18/2019
i02338,Noah Miller,Music,3.9,1/21/2019
i02339,Ethan Martin,Business,4.9,10/23/2018
i02340,Ethan Clark,Music,4.4,3/28/2019
i02341,Meera Davis,AI,4.1,5/7/2020
i02342,Ethan Thomas,Data Science,4.4,5/28/2020
i02343,Meera Verma,AI,3.5,12/20/2021
i02344,Noah Lee,AI,4.2,10/23/2019
i02345,Olivia Clark,Design,3.8,3/20/2021
i02346,Isabella Walker,Math,4.8,12/18/2020
i02347,Amelia Sharma,Data Science,3.7,10/18/2019
i02348,Lucas Brown,Physics,4.7,6/20/2020
i02349,Emma Singh,Data Science,3.3,11/22/2018
i02350,Eva Davis,Business,3.6,2/15/2018
i02351,Olivia Walker,Design,4.3,9/27/2020
i02352,Meera Johnson,Biology,3.8,5/28/2018
i02353,Vihaan Walker,Business,5,5/25/2020
i02354,Benjamin Anderson,Design,4.5,11/22/2020
i02355,Aarav Brown,Math,3.1,6/17/2021
i02356,Amelia Sharma,Data Science,4.6,8/21/2020
i02357,Meera Smith,Design,4.9,11/24/2018
i02358,Benjamin Martin,Math,4.9,8/17/2018
i02359,Karan Moore,Data Science,4.3,6/20/2021
i02360,Karan Lewis,Music,4.5,10/21/2018
i02361,Arjun Taylor,Biology,4.2,4/29/2018
i02362,Amelia Clark,Programming,4.2,1/23/2021
i02363,Ethan Wilson,AI,4.2,8/20/2019
i02364,Liam Walker,AI,4.3,6/4/2018
i02365,Karan Verma,Math,4.3,12/17/2020
i02366,Eva Sharma,Biology,3.2,12/1/2021
i02367,Eva Martin,Physics,3.8,7/5/2019
i02368,Meera Johnson,Math,5,4/22/2020
i02369,Aarav Wilson,Programming,3.8,10/23/2020
i02370,Arjun Smith,Business,4,4/23/2019
i02371,Emma Verma,Design,3.8,5/25/2021
i02372,Ethan Brown,Math,3.2,7/27/2020
i02373,Amelia Brown,Physics,4.1,9/28/2021
i02374,Benjamin Anderson,Music,3.4,6/5/2020
i02375,Liam Verma,AI,3.3,7/24/2021
i02376,Karan Singh,Programming,3.9,11/15/2018
i02377,Noah Hall,Music,3.6,1/6/2018
i02378,Ethan Brown,Physics,4.9,3/30/2021
i02379,Meera Sharma,Design,4.6,5/12/2021
i02380,Sophia Walker,Design,3.7,11/12/2018
i02381,Isabella Brown,AI,4.8,12/24/2019
i02382,Amelia Patel,Physics,3.3,4/24/2020
i02383,Olivia Davis,Biology,3.1,5/13/2019
i02384,Eva Davis,Programming,4.4,11/18/2019
i02385,Benjamin Martin,Physics,3.3,8/15/2019
i02386,Ethan Martin,Biology,3.1,4/14/2021
i02387,Benjamin Brown,AI,3.1,5/27/2018
i02388,Mia Singh,Design,4.7,2/28/2019
i02389,Ethan Wilson,History,4.5,6/3/2019
i02390,Noah Anderson,Math,4.6,5/24/2018
i02391,Ethan Sharma,Design,4.9,12/23/2020
i02392,Amelia Singh,Music,3.9,10/10/2018
i02393,Noah Hall,Data Science,3.6,1/29/2020
i02394,Noah Clark,Math,5,5/16/2020
i02395,Eva Davis,Music,3.1,8/11/2021
i02396,Lucas Wilson,Biology,4.9,12/24/2021
i02397,Liam Davis,Data Science,4.2,3/16/2021
i02398,Noah Singh,Business,3.9,7/14/2020
i02399,Olivia Johnson,Physics,4.3,10/4/2019
i02400,Sophia Lewis,Business,4.2,7/23/2020
i02401,Noah Anderson,AI,4.2,7/22/2020
i02402,Lucas Brown,Physics,4.5,9/20/2020
i02403,Eva Sharma,Data Science,3.5,12/6/2019
i02404,Aanya Lewis,Data Science,4.6,4/12/2018
i02405,Aarav Sharma,Physics,4.9,3/30/2021
i02406,Ethan Moore,Biology,4,1/22/2018
i02407,Liam Hall,Music,4.9,11/9/2019
i02408,Zara Martin,Design,4.6,2/15/2019
i02409,Lucas Clark,Biology,4.5,10/11/2021
i02410,Noah Anderson,Programming,3.1,7/20/2020
i02411,Benjamin Brown,Programming,4.1,1/2/2018
i02412,Meera Brown,Data Science,3.8,8/18/2019
i02413,Ethan Thomas,History,4.5,4/2/2021
i02414,Zara Thomas,History,3.3,10/8/2019
i02415,Arjun Patel,Data Science,3.2,7/31/2018
i02416,Aanya Miller,Music,4.1,12/22/2020
i02417,Sophia Moore,Business,3.1,8/23/2018
i02418,Isabella Lewis,History,3.5,12/6/2018
i02419,Sophia Thomas,Math,3.5,10/6/2020
i02420,Vihaan Lewis,Biology,4.9,2/10/2018
i02421,Liam Hall,Programming,4.4,7/6/2021
i02422,Karan Verma,Music,3.2,7/2/2021
i02423,Noah Lee,AI,4.8,12/18/2019
i02424,Sophia Moore,Biology,3.7,1/17/2018
i02425,Isabella Taylor,AI,4.4,12/8/2020
i02426,Riya Moore,Data Science,4.5,7/14/2021
i02427,Aanya Patel,Business,5,9/15/2020
i02428,Riya Clark,Math,4.9,10/31/2021
i02429,Meera Davis,Data Science,4.3,10/7/2021
i02430,Zara Brown,Physics,5,9/6/2018
i02431,Karan Johnson,Programming,3.3,6/25/2020
i02432,Meera Clark,Data Science,4.4,2/2/2018
i02433,Liam Smith,AI,3.3,9/19/2018
i02434,Aarav Anderson,Music,3.8,10/15/2019
i02435,Vihaan Smith,Programming,5,6/19/2019
i02436,Zara Miller,Data Science,3.6,4/14/2020
i02437,Liam Martin,Music,3.9,5/10/2020
i02438,Aanya Singh,Physics,4.4,3/11/2018
i02439,Karan Brown,Math,4.8,12/22/2020
i02440,Aarav Martin,Business,4.1,3/24/2018
i02441,Riya Clark,Programming,3.2,2/19/2019
i02442,Aarav Wilson,Music,4.7,1/26/2020
i02443,Karan Walker,Business,3.6,5/4/2018
i02444,Noah Lee,AI,3.1,7/21/2021
i02445,Lucas Davis,Programming,4.3,1/8/2019
i02446,Arjun Davis,Data Science,4.2,3/7/2019
i02447,Noah Lee,History,4.6,10/15/2020
i02448,Aarav Miller,Data Science,3.7,9/18/2020
i02449,Liam Moore,Data Science,4.5,8/30/2020
i02450,Lucas Smith,Biology,4.4,3/10/2019
i02451,Benjamin Taylor,Physics,3.1,6/24/2020
i02452,Liam Johnson,AI,3.3,6/14/2019
i02453,Meera Miller,Biology,3.6,7/4/2018
i02454,Vihaan Singh,Design,3.2,1/22/2018
i02455,Aarav Johnson,Physics,4.6,7/15/2018
i02456,Liam Brown,Business,4.6,1/10/2020
i02457,Zara Clark,AI,4.9,3/25/2020
i02458,Amelia Thomas,Biology,4.4,7/25/2018
i02459,Mia Clark,Data Science,4.9,6/18/2020
i02460,Sophia Wilson,Biology,4,1/5/2019
i02461,Liam Anderson,Biology,3.9,3/9/2019
i02462,Lucas Lewis,Math,4.5,10/25/2020
i02463,Sophia Hall,Programming,5,8/1/2018
i02464,Arjun Moore,Data Science,3.9,9/21/2019
i02465,Ethan Lewis,Business,4,9/1/2018
i02466,Zara Hall,Data Science,3.7,9/27/2019
i02467,Arjun Hall,Biology,4.7,12/18/2021
i02468,Meera Lewis,Music,3,4/20/2020
i02469,Eva Verma,Data Science,3.7,12/21/2018
i02470,Arjun Clark,Physics,4.4,6/21/2021
i02471,Karan Walker,Physics,4.7,4/9/2021
i02472,Ethan Singh,Biology,4.2,1/1/2021
i02473,Isabella Verma,Math,4.6,2/14/2019
i02474,Sophia Anderson,Design,4,1/31/2018
i02475,Olivia Patel,Physics,4.9,9/30/2018
i02476,Noah Clark,Design,4.6,11/15/2020
i02477,Zara Brown,Design,5,1/9/2021
i02478,Liam Davis,Music,3.4,3/15/2019
i02479,Arjun Patel,Math,4.8,8/16/2018
i02480,Eva Smith,Math,5,10/5/2020
i02481,Olivia Lewis,Programming,3.3,4/30/2019
i02482,Emma Miller,Business,4.8,11/3/2021
i02483,Ethan Anderson,Physics,4.3,5/3/2020
i02484,Aanya Sharma,History,3.4,9/9/2020
i02485,Karan Wilson,History,4.3,3/2/2019
i02486,Meera Sharma,Design,3.3,1/23/2018
i02487,Sophia Wilson,Biology,4.3,3/6/2018
i02488,Olivia Brown,History,4,5/3/2019
i02489,Vihaan Verma,Business,4.6,3/3/2020
i02490,Sophia Moore,Music,3.3,11/23/2018
i02491,Ethan Wilson,Data Science,3.1,7/22/2019
i02492,Arjun Thomas,Design,3.9,5/10/2019
i02493,Emma Miller,Design,3.4,9/13/2019
i02494,Lucas Thomas,History,3.1,4/17/2019
i02495,Arjun Martin,AI,4.3,5/20/2019
i02496,Benjamin Clark,Music,4.9,4/23/2020
i02497,Eva Walker,History,4.3,8/9/2019
i02498,Isabella Lee,Math,4.4,6/4/2018
i02499,Riya Verma,Biology,3.3,11/17/2020
i02500,Mia Miller,Programming,4.4,7/6/2019
i02501,Karan Singh,AI,3.9,7/22/2021
i02502,Isabella Lee,Business,3.7,1/15/2020
i02503,Isabella Verma,Music,3.2,6/6/2018
i02504,Liam Sharma,Math,4.3,3/12/2021
i02505,Liam Lee,Business,4.4,1/3/2018
i02506,Amelia Smith,Math,3.1,8/5/2018
i02507,Noah Smith,AI,4.5,5/23/2018
i02508,Isabella Lewis,Data Science,4.9,4/13/2019
i02509,Noah Smith,Data Science,3.5,4/2/2020
i02510,Noah Patel,Physics,3.6,8/4/2020
i02511,Riya Martin,AI,5,3/2/2021
i02512,Sophia Anderson,History,4.6,3/23/2019
i02513,Meera Moore,Data Science,4.8,9/10/2019
i02514,Karan Taylor,AI,4.9,7/7/2021
i02515,Karan Wilson,Music,3.8,7/3/2018
